,rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
160,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,매도가능금융자산평가,자본 [member]|지배기업 소유주지분|기타자본항목,제 50 기 반기,,,,6,KRW,,제 49 기 반기,465023000000,
161,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,관계기업 및 공동기업의 기타포괄손익에 대한 지분,연결재무제표 [member],제 50 기 반기,39849000000,,,7,KRW,,제 49 기 반기,12922000000,
162,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,관계기업 및 공동기업의 기타포괄손익에 대한 지분,자본 [member]|비지배지분 [member],제 50 기 반기,133000000,,,7,KRW,,제 49 기 반기,-1087000000,
163,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,관계기업 및 공동기업의 기타포괄손익에 대한 지분,자본 [member]|지배기업 소유주지분,제 50 기 반기,39716000000,,,7,KRW,,제 49 기 반기,14009000000,
164,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,관계기업 및 공동기업의 기타포괄손익에 대한 지분,자본 [member]|지배기업 소유주지분|기타자본항목,제 50 기 반기,39716000000,,,7,KRW,,제 49 기 반기,14009000000,
165,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,해외사업장환산외환차이,연결재무제표 [member],제 50 기 반기,2224931000000,,,8,KRW,,제 49 기 반기,-2380295000000,
166,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,해외사업장환산외환차이,자본 [member]|비지배지분 [member],제 50 기 반기,57431000000,,,8,KRW,,제 49 기 반기,18962000000,
167,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,해외사업장환산외환차이,자본 [member]|지배기업 소유주지분,제 50 기 반기,2167500000000,,,8,KRW,,제 49 기 반기,-2399257000000,
168,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,해외사업장환산외환차이,자본 [member]|지배기업 소유주지분|기타자본항목,제 50 기 반기,2167500000000,,,8,KRW,,제 49 기 반기,-2399257000000,
169,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,순확정급여부채(자산) 재측정요소,연결재무제표 [member],제 50 기 반기,-55050000000,,,9,KRW,,제 49 기 반기,-56851000000,
170,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,순확정급여부채(자산) 재측정요소,자본 [member]|비지배지분 [member],제 50 기 반기,-68000000,,,9,KRW,,제 49 기 반기,-43000000,
171,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,순확정급여부채(자산) 재측정요소,자본 [member]|지배기업 소유주지분,제 50 기 반기,-54982000000,,,9,KRW,,제 49 기 반기,-56808000000,
172,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,순확정급여부채(자산) 재측정요소,자본 [member]|지배기업 소유주지분|기타자본항목,제 50 기 반기,-54982000000,,,9,KRW,,제 49 기 반기,-56808000000,
173,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,현금흐름위험회피파생상품평가손익,연결재무제표 [member],제 50 기 반기,37247000000,,,10,KRW,,제 49 기 반기,-44695000000,
174,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,현금흐름위험회피파생상품평가손익,자본 [member]|지배기업 소유주지분,제 50 기 반기,37247000000,,,10,KRW,,제 49 기 반기,-44695000000,
175,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,현금흐름위험회피파생상품평가손익,자본 [member]|지배기업 소유주지분|기타자본항목,제 50 기 반기,37247000000,,,10,KRW,,제 49 기 반기,-44695000000,
176,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,매각예정분류,자본 [member]|지배기업 소유주지분|기타자본항목,제 50 기 반기,,,,11,KRW,,제 49 기 반기,-28358000000,
177,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,매각예정분류,자본 [member]|지배기업 소유주지분|매각예정분류기타자본항목,제 50 기 반기,,,,11,KRW,,제 49 기 반기,28358000000,
178,20180814001113,11012,2018,00126380,SCE,자본변동표,ifrs_DividendsPaid,배당,연결재무제표 [member],제 50 기 반기,5336601000000,,,12,KRW,,제 49 기 반기,4824824000000,
179,20180814001113,11012,2018,00126380,SCE,자본변동표,ifrs_DividendsPaid,배당,자본 [member]|비지배지분 [member],제 50 기 반기,2466000000,,,12,KRW,,제 49 기 반기,2100000000,
180,20180814001113,11012,2018,00126380,SCE,자본변동표,ifrs_DividendsPaid,배당,자본 [member]|지배기업 소유주지분,제 50 기 반기,5334135000000,,,12,KRW,,제 49 기 반기,4822724000000,
181,20180814001113,11012,2018,00126380,SCE,자본변동표,ifrs_DividendsPaid,배당,자본 [member]|지배기업 소유주지분|이익잉여금 [member],제 50 기 반기,5334135000000,,,12,KRW,,제 49 기 반기,4822724000000,
182,20180814001113,11012,2018,00126380,SCE,자본변동표,dart_ChangesInConsolidatedCompanies,연결실체내 자본거래 등,연결재무제표 [member],제 50 기 반기,2973000000,,,13,KRW,,제 49 기 반기,5803000000,
183,20180814001113,11012,2018,00126380,SCE,자본변동표,dart_ChangesInConsolidatedCompanies,연결실체내 자본거래 등,자본 [member]|비지배지분 [member],제 50 기 반기,1254000000,,,13,KRW,,제 49 기 반기,6433000000,
184,20180814001113,11012,2018,00126380,SCE,자본변동표,dart_ChangesInConsolidatedCompanies,연결실체내 자본거래 등,자본 [member]|지배기업 소유주지분,제 50 기 반기,1719000000,,,13,KRW,,제 49 기 반기,-630000000,
185,20180814001113,11012,2018,00126380,SCE,자본변동표,dart_ChangesInConsolidatedCompanies,연결실체내 자본거래 등,자본 [member]|지배기업 소유주지분|기타자본항목,제 50 기 반기,1719000000,,,13,KRW,,제 49 기 반기,-630000000,
186,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,연결실체의 변동,연결재무제표 [member],제 50 기 반기,-39000000,,,14,KRW,,제 49 기 반기,,
187,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,연결실체의 변동,자본 [member]|비지배지분 [member],제 50 기 반기,-39000000,,,14,KRW,,제 49 기 반기,,
188,20180814001113,11012,2018,00126380,SCE,자본변동표,dart_TreasuryShareTransactions,자기주식의 취득,연결재무제표 [member],제 50 기 반기,-875111000000,,,15,KRW,,제 49 기 반기,-4214232000000,
189,20180814001113,11012,2018,00126380,SCE,자본변동표,dart_TreasuryShareTransactions,자기주식의 취득,자본 [member]|지배기업 소유주지분,제 50 기 반기,-875111000000,,,15,KRW,,제 49 기 반기,-4214232000000,
190,20180814001113,11012,2018,00126380,SCE,자본변동표,dart_TreasuryShareTransactions,자기주식의 취득,자본 [member]|지배기업 소유주지분|기타자본항목,제 50 기 반기,-875111000000,,,15,KRW,,제 49 기 반기,-4214232000000,
191,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,자기주식의 소각,자본 [member]|지배기업 소유주지분|기타자본항목,제 50 기 반기,2228135000000,,,16,KRW,,제 49 기 반기,7328108000000,
192,20180814001113,11012,2018,00126380,SCE,자본변동표,-표준계정코드 미사용-,자기주식의 소각,자본 [member]|지배기업 소유주지분|이익잉여금 [member],제 50 기 반기,-2228135000000,,,16,KRW,,제 49 기 반기,-7328108000000,
193,20180814001113,11012,2018,00126380,SCE,자본변동표,dart_OtherTransactions,기타거래,연결재무제표 [member],제 50 기 반기,2705000000,,,17,KRW,,제 49 기 반기,1376000000,
194,20180814001113,11012,2018,00126380,SCE,자본변동표,dart_OtherTransactions,기타거래,자본 [member]|비지배지분 [member],제 50 기 반기,1031000000,,,17,KRW,,제 49 기 반기,403000000,
195,20180814001113,11012,2018,00126380,SCE,자본변동표,dart_OtherTransactions,기타거래,자본 [member]|지배기업 소유주지분,제 50 기 반기,1674000000,,,17,KRW,,제 49 기 반기,973000000,
196,20180814001113,11012,2018,00126380,SCE,자본변동표,dart_OtherTransactions,기타거래,자본 [member]|지배기업 소유주지분|기타자본항목,제 50 기 반기,1674000000,,,17,KRW,,제 49 기 반기,973000000,
197,20180814001113,11012,2018,00126380,SCE,자본변동표,ifrs_Equity,기말자본,자본 [member]|지배기업 소유주지분|기타자본항목,제 50 기 반기,-10695163000000,,,18,KRW,,제 49 기 반기,-10870453000000,
198,20180814001113,11012,2018,00126380,SCE,자본변동표,ifrs_Equity,기말자본,자본 [member]|지배기업 소유주지분|매각예정분류기타자본항목,제 50 기 반기,,,,18,KRW,,제 49 기 반기,-452000000,
199,20180814001113,11012,2018,00126380,SCE,자본변동표,ifrs_Equity,기말자본,자본 [member]|지배기업 소유주지분|이익잉여금 [member],제 50 기 반기,231065173000000,,,18,KRW,,제 49 기 반기,199223959000000,
200,20180814001113,11012,2018,00126380,SCE,자본변동표,ifrs_Equity,기말자본,자본 [member]|지배기업 소유주지분|자본금 [member],제 50 기 반기,897514000000,,,18,KRW,,제 49 기 반기,897514000000,
201,20180814001113,11012,2018,00126380,SCE,자본변동표,ifrs_Equity,기말자본,자본 [member]|지배기업 소유주지분|주식발행초과금,제 50 기 반기,4403893000000,,,18,KRW,,제 49 기 반기,4403893000000,
202,20180814001113,11012,2018,00126380,SCE,자본변동표,ifrs_Equity,기말자본,연결재무제표 [member],제 50 기 반기,233124845000000,,,18,KRW,,제 49 기 반기,200705748000000,
203,20180814001113,11012,2018,00126380,SCE,자본변동표,ifrs_Equity,기말자본,자본 [member]|비지배지분 [member],제 50 기 반기,7453428000000,,,18,KRW,,제 49 기 반기,7051287000000,
204,20180814001113,11012,2018,00126380,SCE,자본변동표,ifrs_Equity,기말자본,자본 [member]|지배기업 소유주지분,제 50 기 반기,225671417000000,,,18,KRW,,제 49 기 반기,193654461000000,
