Date,005930
2023-11-03,67807.015625
2023-11-06,69073.5234375
2023-11-07,69073.5234375
2023-11-08,68099.2734375
2023-11-09,68488.9765625
2023-11-10,68683.828125
2023-11-13,68586.40625
2023-11-14,68976.1015625
2023-11-15,70340.0390625
2023-11-16,70924.578125
2023-11-17,70632.3125
2023-11-20,70827.15625
2023-11-21,70924.578125
2023-11-22,70924.578125
2023-11-23,70534.875
2023-11-24,69852.921875
2023-11-27,69463.21875
2023-11-28,70827.15625
2023-11-29,70827.15625
2023-11-30,70924.578125
2023-12-01,70145.1875
2023-12-04,70729.734375
2023-12-05,69365.7890625
2023-12-06,69852.921875
2023-12-07,69658.0625
2023-12-08,70729.734375
2023-12-11,71119.4296875
2023-12-12,71606.546875
2023-12-13,70924.578125
2023-12-14,71216.8515625
2023-12-15,71411.6875
2023-12-18,71022.0078125
2023-12-19,71509.1171875
2023-12-20,72873.0546875
2023-12-21,73067.90625
2023-12-22,73944.71875
2023-12-26,74626.6796875
2023-12-27,76350.4375
2023-12-28,76839.875
